age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jail_length_days,out,class
31,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0
31,Felony,Other,Male,1,-1.0,0,0,0
25,Misdemeanor,African-American,Male,0,-1.0,0,0,1
21,Felony,Caucasian,Female,0,-1.0,2,1,0
27,Misdemeanor,African-American,Male,0,-1.0,1,0,0
20,Misdemeanor,Hispanic,Male,0,-1.0,1,0,1
32,Felony,Hispanic,Male,1,-27.0,0,0,0
24,Felony,Caucasian,Female,0,0.0,0,1,0
20,Felony,African-American,Male,1,-1.0,0,0,0
31,Misdemeanor,African-American,Male,3,-20.0,19,1,1
27,Misdemeanor,African-American,Male,3,-1.0,6,1,1
40,Felony,African-American,Male,0,-1.0,1,0,0
22,Felony,African-American,Male,11,0.0,0,1,1
38,Felony,African-American,Female,1,-1.0,0,0,0
36,Misdemeanor,Hispanic,Male,1,-8.0,39,1,1
30,Misdemeanor,African-American,Male,1,0.0,0,1,0
27,Felony,Caucasian,Male,6,-1.0,34,1,1
59,Misdemeanor,Caucasian,Female,0,0.0,0,0,0
37,Misdemeanor,Caucasian,Male,2,-2.0,1,0,0
28,Misdemeanor,African-American,Male,5,0.0,1,1,1
38,Felony,Caucasian,Male,0,0.0,0,0,0
22,Felony,African-American,Male,0,-1.0,0,1,1
25,Felony,African-American,Male,4,-1.0,31,1,1
51,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
29,Misdemeanor,Caucasian,Male,2,29.0,25,0,1
28,Felony,African-American,Male,10,0.0,0,0,0
55,Misdemeanor,African-American,Male,9,0.0,3,0,1
23,Felony,Caucasian,Female,3,-1.0,5,1,0
22,Misdemeanor,African-American,Female,0,-1.0,7,1,0
19,Felony,Caucasian,Female,2,-2.0,22,1,1
31,Misdemeanor,African-American,Male,1,-27.0,-1,0,0
29,Misdemeanor,African-American,Male,0,0.0,0,0,0
61,Felony,African-American,Male,15,-1.0,1,1,1
31,Misdemeanor,Hispanic,Male,0,0.0,0,0,0
20,Felony,African-American,Male,4,-1.0,2,1,1
26,Felony,Caucasian,Male,3,-1.0,1,1,1
27,Misdemeanor,Caucasian,Male,5,0.0,1,1,0
25,Felony,Caucasian,Male,1,-1.0,1,1,0
23,Felony,Caucasian,Male,3,-1.0,9,1,1
38,Felony,African-American,Male,0,-1.0,1,0,0
27,Felony,African-American,Male,18,0.0,0,1,1
35,Felony,Caucasian,Female,0,0.0,-1,0,1
22,Felony,Other,Male,0,-1.0,16,1,0
58,Felony,African-American,Female,4,-14.0,1,0,1
57,Misdemeanor,Caucasian,Female,0,-1.0,1,0,1
21,Felony,African-American,Male,0,-1.0,0,0,0
22,Felony,African-American,Female,0,-1.0,1,1,0
30,Felony,African-American,Male,0,-1.0,2,0,0
30,Felony,African-American,Male,8,-1.0,1,1,1
31,Felony,African-American,Female,10,-1.0,0,1,0
45,Felony,Caucasian,Female,1,0.0,1,1,0
39,Felony,Caucasian,Male,2,-13.0,4,0,1
31,Felony,African-American,Male,0,-1.0,1,1,1
22,Felony,African-American,Male,1,-1.0,1,0,1
27,Felony,African-American,Male,13,-1.0,2,1,1
38,Felony,Caucasian,Male,1,-1.0,0,0,1
31,Felony,African-American,Male,23,0.0,55,1,1
47,Felony,African-American,Male,20,-1.0,1,1,0
22,Felony,African-American,Male,3,-1.0,0,1,0
35,Misdemeanor,African-American,Male,1,-1.0,79,1,1
23,Misdemeanor,Hispanic,Male,2,-19.0,19,1,1
65,Misdemeanor,African-American,Male,2,-18.0,5,0,1
35,Misdemeanor,African-American,Male,0,-1.0,1,0,0
33,Felony,African-American,Female,0,-1.0,1,0,0
53,Misdemeanor,Caucasian,Male,1,-10.0,1,0,0
52,Felony,Hispanic,Male,0,-1.0,1,0,0
21,Felony,African-American,Male,0,-1.0,0,1,0
37,Felony,African-American,Male,11,-1.0,1,0,0
30,Misdemeanor,Other,Male,4,-1.0,0,1,1
54,Felony,Other,Male,0,0.0,-1,0,0
31,Misdemeanor,African-American,Female,0,0.0,-1,0,0
59,Felony,Caucasian,Female,2,26.0,29,0,0
27,Misdemeanor,African-American,Male,0,-1.0,1,0,0
36,Misdemeanor,African-American,Male,0,-1.0,0,1,1
46,Felony,African-American,Male,17,-1.0,6,1,1
22,Felony,African-American,Male,3,0.0,323,1,0
28,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
34,Felony,Caucasian,Female,15,-4.0,3,1,1
29,Felony,Hispanic,Male,7,-2.0,0,1,1
23,Misdemeanor,African-American,Male,2,0.0,80,1,1
27,Felony,African-American,Male,3,-1.0,0,0,0
21,Felony,Asian,Male,0,-1.0,0,1,1
48,Felony,Caucasian,Male,3,-3.0,0,0,1
31,Felony,African-American,Male,5,-1.0,6,1,0
36,Misdemeanor,African-American,Male,4,-1.0,2,1,0
44,Felony,African-American,Male,14,-1.0,1,1,1
53,Felony,Caucasian,Male,2,-2.0,0,0,0
33,Misdemeanor,African-American,Male,3,-1.0,1,0,1
47,Felony,Caucasian,Male,2,0.0,2,1,1
57,Felony,African-American,Male,20,0.0,33,1,1
28,Misdemeanor,African-American,Male,2,-1.0,6,0,0
24,Misdemeanor,African-American,Male,1,-1.0,1,1,0
44,Felony,African-American,Male,1,-1.0,1,0,0
46,Felony,African-American,Male,0,-1.0,1,0,0
37,Felony,African-American,Male,6,0.0,1,0,0
26,Misdemeanor,African-American,Male,10,-6.0,5,1,1
27,Felony,African-American,Male,10,0.0,0,1,1
40,Felony,Caucasian,Male,1,-1.0,1,0,0
60,Felony,Caucasian,Female,9,0.0,384,0,1
53,Felony,Caucasian,Male,1,-6.0,6,0,0
28,Felony,African-American,Male,0,-1.0,1,0,0
23,Misdemeanor,Hispanic,Male,0,0.0,0,0,0
46,Felony,Caucasian,Female,2,-1.0,19,1,0
23,Felony,African-American,Male,0,-1.0,1,1,1
50,Felony,African-American,Male,18,-1.0,248,1,1
45,Misdemeanor,African-American,Male,0,-1.0,1,0,0
22,Felony,African-American,Male,1,-1.0,0,1,0
26,Felony,Caucasian,Male,1,0.0,16,0,1
62,Felony,Caucasian,Male,0,-1.0,2,0,0
34,Misdemeanor,Caucasian,Male,0,0.0,-1,0,1
24,Felony,Hispanic,Male,1,-6.0,6,1,0
21,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
25,Felony,Caucasian,Male,0,-1.0,0,0,1
68,Misdemeanor,Caucasian,Male,0,-1.0,3,0,0
21,Felony,Caucasian,Male,1,-1.0,0,0,0
37,Felony,Hispanic,Female,1,-1.0,1,0,0
22,Felony,African-American,Male,0,0.0,0,1,0
42,Felony,Caucasian,Male,1,-1.0,0,0,0
22,Felony,Caucasian,Male,1,-1.0,1,0,1
45,Felony,African-American,Male,0,-1.0,2,0,1
36,Felony,African-American,Female,4,-1.0,0,1,1
48,Felony,African-American,Male,2,0.0,1,1,0
23,Felony,African-American,Male,6,-1.0,8,1,1
24,Felony,African-American,Male,0,0.0,1,1,0
29,Felony,African-American,Male,0,-1.0,1,0,0
24,Felony,African-American,Male,0,-3.0,0,0,0
50,Felony,African-American,Male,11,0.0,2,1,0
34,Felony,African-American,Male,10,0.0,2,1,1
23,Felony,African-American,Male,0,0.0,0,0,0
22,Misdemeanor,Caucasian,Female,0,-1.0,2,1,0
36,Felony,Other,Male,0,-1.0,7,0,0
30,Felony,Caucasian,Male,22,-1.0,3,1,1
21,Felony,African-American,Male,0,-1.0,1,1,1
53,Felony,Caucasian,Female,0,0.0,1,0,0
25,Misdemeanor,African-American,Male,7,-1.0,0,1,1
25,Misdemeanor,African-American,Female,1,0.0,0,1,0
71,Felony,African-American,Male,8,-1.0,24,0,0
39,Misdemeanor,African-American,Male,10,-1.0,40,1,0
37,Felony,African-American,Female,0,0.0,37,1,0
20,Felony,African-American,Male,0,0.0,7,1,1
29,Felony,African-American,Female,3,-1.0,0,1,0
22,Felony,African-American,Male,2,-1.0,1,1,1
26,Felony,African-American,Male,4,-1.0,83,1,1
47,Felony,African-American,Female,19,-1.0,30,1,1
21,Felony,Other,Male,1,-1.0,0,0,1
23,Misdemeanor,Other,Female,0,-1.0,1,1,0
20,Felony,Caucasian,Female,1,-1.0,17,1,1
23,Felony,African-American,Female,0,-1.0,1,0,0
27,Misdemeanor,Native American,Male,3,0.0,0,1,0
53,Felony,African-American,Female,0,0.0,0,0,0
23,Felony,African-American,Female,0,-1.0,0,1,1
26,Felony,African-American,Male,5,-1.0,22,1,1
25,Felony,African-American,Male,6,-1.0,6,1,1
23,Misdemeanor,Other,Male,2,-1.0,1,0,0
27,Felony,African-American,Male,4,0.0,0,1,1
29,Misdemeanor,African-American,Male,1,-1.0,3,0,0
27,Felony,Other,Male,1,-1.0,0,0,1
28,Felony,Hispanic,Male,0,-1.0,1,0,0
31,Misdemeanor,African-American,Male,0,-1.0,0,0,0
41,Felony,African-American,Male,8,-29.0,0,1,1
25,Misdemeanor,Caucasian,Male,0,-2.0,0,0,0
47,Misdemeanor,Caucasian,Male,0,-1.0,-1,0,0
37,Felony,African-American,Male,4,-1.0,1,0,0
35,Felony,African-American,Female,4,-1.0,2,1,0
24,Misdemeanor,Caucasian,Male,1,0.0,1,0,1
21,Felony,Caucasian,Male,2,-1.0,5,1,1
22,Felony,Caucasian,Male,0,0.0,2,0,1
57,Felony,African-American,Male,11,-1.0,140,1,0
48,Felony,Caucasian,Male,0,-1.0,11,1,0
36,Felony,Other,Male,0,-1.0,5,0,0
37,Felony,African-American,Female,3,-1.0,28,1,0
31,Misdemeanor,Caucasian,Male,0,0.0,5,0,0
22,Felony,African-American,Male,1,-1.0,4,1,1
31,Misdemeanor,Caucasian,Male,2,0.0,0,0,0
24,Felony,African-American,Male,0,-1.0,0,1,1
32,Felony,African-American,Male,22,0.0,0,1,1
23,Misdemeanor,Other,Female,0,-1.0,1,0,0
63,Misdemeanor,African-American,Male,0,-1.0,0,0,0
30,Felony,Other,Male,0,-1.0,1,0,0
20,Felony,Caucasian,Male,0,-1.0,1,0,0
24,Misdemeanor,African-American,Female,1,0.0,0,1,1
36,Misdemeanor,African-American,Female,1,-1.0,0,0,0
83,Misdemeanor,Hispanic,Male,0,0.0,0,0,0
28,Felony,Caucasian,Male,2,0.0,0,1,0
36,Felony,African-American,Male,3,-1.0,1,0,1
33,Misdemeanor,African-American,Female,0,-1.0,1,0,0
39,Felony,African-American,Male,0,0.0,0,0,0
29,Misdemeanor,Other,Male,3,0.0,0,1,0
30,Felony,African-American,Male,17,-4.0,4,1,1
24,Felony,African-American,Male,1,-1.0,0,0,1
35,Felony,African-American,Male,7,-1.0,1,1,0
24,Felony,African-American,Male,0,-1.0,0,0,0
26,Felony,Caucasian,Male,8,-1.0,2,0,0
28,Felony,African-American,Male,14,-1.0,0,1,1
32,Misdemeanor,African-American,Male,0,-1.0,0,1,0
32,Misdemeanor,Caucasian,Female,1,-1.0,0,0,1
33,Misdemeanor,African-American,Male,5,0.0,5,1,1
29,Felony,African-American,Male,16,-1.0,17,1,0
34,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1
37,Misdemeanor,Other,Female,0,-1.0,0,0,1
43,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
47,Felony,Caucasian,Male,2,-3.0,0,0,0
25,Misdemeanor,African-American,Male,3,0.0,2,1,1
23,Felony,African-American,Female,1,-1.0,1,0,0
39,Misdemeanor,Caucasian,Male,2,-1.0,0,0,1
35,Felony,African-American,Male,13,-1.0,5,1,1
33,Felony,Other,Male,0,-1.0,1,0,0
21,Felony,Other,Male,0,-1.0,1,0,1
43,Felony,African-American,Male,20,0.0,1,1,0
25,Felony,African-American,Male,3,-1.0,0,1,1
48,Felony,African-American,Male,25,-1.0,6,1,1
22,Misdemeanor,African-American,Male,1,28.0,1,1,1
52,Misdemeanor,African-American,Male,9,-1.0,38,1,1
26,Felony,Caucasian,Male,5,-1.0,35,0,1
67,Misdemeanor,African-American,Male,4,-1.0,27,1,1
34,Misdemeanor,African-American,Male,4,-1.0,1,0,0
56,Misdemeanor,Caucasian,Male,4,-1.0,0,0,1
28,Felony,African-American,Male,1,-1.0,5,0,1
29,Misdemeanor,African-American,Male,2,-1.0,0,0,0
37,Felony,African-American,Male,6,-1.0,20,1,1
43,Felony,Other,Male,3,-1.0,1,0,0
51,Felony,Caucasian,Male,0,-1.0,1,0,0
20,Misdemeanor,African-American,Male,1,-2.0,0,1,1
26,Misdemeanor,Caucasian,Male,4,0.0,293,1,1
39,Misdemeanor,Caucasian,Female,1,-1.0,10,0,1
21,Felony,African-American,Male,1,-1.0,2,1,0
21,Felony,African-American,Male,1,-1.0,2,1,1
24,Felony,Caucasian,Male,3,-1.0,1,0,1
26,Misdemeanor,African-American,Male,4,-1.0,1,1,1
48,Felony,Caucasian,Male,1,0.0,0,0,0
24,Felony,African-American,Male,5,-1.0,1,1,1
26,Felony,Caucasian,Male,0,0.0,-1,0,0
46,Felony,Caucasian,Male,0,-1.0,1,0,0
24,Misdemeanor,African-American,Male,7,-1.0,1,1,0
21,Misdemeanor,Caucasian,Female,0,-1.0,0,1,0
24,Felony,African-American,Male,1,-1.0,1,0,1
36,Misdemeanor,African-American,Male,9,0.0,1,1,0
30,Felony,African-American,Male,5,-1.0,1,0,1
22,Felony,Caucasian,Female,1,-23.0,1,1,0
25,Felony,African-American,Male,0,-1.0,9,1,1
31,Misdemeanor,African-American,Male,25,-1.0,117,1,1
24,Felony,African-American,Male,0,-1.0,2,0,0
39,Felony,African-American,Male,13,-1.0,1,1,1
46,Felony,Other,Male,0,-1.0,5,0,0
30,Felony,African-American,Female,4,-5.0,0,0,0
40,Felony,Caucasian,Male,0,0.0,22,0,0
52,Felony,African-American,Female,0,-1.0,2,0,0
23,Felony,African-American,Male,3,-1.0,33,1,0
26,Misdemeanor,African-American,Female,1,-1.0,1,0,0
22,Felony,Caucasian,Male,1,-1.0,19,1,1
42,Felony,Caucasian,Male,3,0.0,0,0,0
23,Felony,African-American,Male,6,-1.0,135,1,1
33,Felony,Other,Male,4,-1.0,1,0,1
28,Felony,African-American,Male,1,-1.0,2,0,0
50,Felony,Caucasian,Male,1,-1.0,1,0,1
32,Felony,African-American,Male,1,-1.0,1,1,0
24,Felony,Hispanic,Male,3,-1.0,97,1,1
51,Felony,African-American,Male,3,-1.0,1,0,0
19,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1
32,Felony,African-American,Male,4,0.0,108,1,0
31,Felony,Caucasian,Female,1,-22.0,0,0,1
29,Felony,African-American,Female,1,7.0,179,1,0
43,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0
26,Felony,African-American,Male,9,-1.0,11,1,1
27,Felony,Caucasian,Male,0,-1.0,27,1,1
52,Felony,Caucasian,Male,1,-1.0,3,0,1
27,Misdemeanor,Hispanic,Male,1,-1.0,0,0,0
57,Misdemeanor,Hispanic,Female,1,-1.0,0,0,0
28,Misdemeanor,African-American,Male,3,-1.0,1,1,1
32,Felony,African-American,Male,3,-1.0,2,0,1
27,Misdemeanor,African-American,Male,5,0.0,0,0,1
45,Misdemeanor,Hispanic,Male,0,-1.0,3,0,1
42,Misdemeanor,Caucasian,Female,0,0.0,0,0,0
33,Felony,African-American,Male,0,-1.0,0,0,1
28,Misdemeanor,Caucasian,Female,3,-1.0,45,0,0
53,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
24,Felony,Caucasian,Male,0,-1.0,1,0,0
28,Felony,Hispanic,Male,1,-9.0,8,0,0
28,Felony,Hispanic,Male,1,-1.0,1,1,0
39,Misdemeanor,African-American,Male,6,-1.0,35,1,1
22,Felony,African-American,Male,1,0.0,-1,1,1
46,Felony,African-American,Male,2,0.0,9,0,1
25,Misdemeanor,African-American,Male,0,0.0,1,0,0
52,Felony,Caucasian,Male,1,-5.0,3,1,0
28,Misdemeanor,African-American,Male,4,-1.0,0,0,1
57,Felony,Caucasian,Female,1,-4.0,1,0,1
49,Felony,African-American,Male,3,-1.0,0,0,1
21,Felony,African-American,Male,2,-1.0,0,1,1
32,Felony,African-American,Male,19,-1.0,14,1,1
63,Misdemeanor,African-American,Male,3,-1.0,220,1,0
29,Felony,Caucasian,Male,2,0.0,1,0,0
46,Misdemeanor,African-American,Male,0,0.0,1,0,0
28,Misdemeanor,African-American,Male,10,-1.0,1,1,1
27,Felony,African-American,Male,1,-3.0,3,0,0
69,Misdemeanor,Hispanic,Female,0,0.0,-1,0,0
47,Misdemeanor,Hispanic,Male,0,-1.0,1,0,0
45,Felony,Hispanic,Male,1,-1.0,128,0,0
33,Misdemeanor,Caucasian,Female,1,0.0,0,0,0
27,Misdemeanor,Hispanic,Female,0,0.0,0,0,1
32,Felony,African-American,Male,14,-1.0,2,1,1
24,Felony,African-American,Male,2,-1.0,1,1,0
26,Felony,African-American,Male,5,-1.0,3,1,1
47,Misdemeanor,Hispanic,Male,0,-4.0,1,0,0
25,Felony,Caucasian,Male,1,-1.0,1,1,0
21,Felony,African-American,Male,1,-1.0,108,1,0
25,Misdemeanor,African-American,Male,2,-1.0,0,0,1
22,Felony,African-American,Male,6,-1.0,2,1,1
26,Felony,Caucasian,Female,0,-1.0,0,1,0
20,Felony,Caucasian,Male,0,-1.0,1,0,0
30,Misdemeanor,African-American,Male,1,-1.0,1,1,1
45,Felony,African-American,Male,0,-3.0,1,1,1
33,Felony,African-American,Male,7,0.0,78,1,1
35,Felony,Caucasian,Male,2,-1.0,0,0,0
41,Felony,Caucasian,Male,5,-1.0,1,0,0
23,Misdemeanor,Caucasian,Male,0,0.0,2,0,0
21,Misdemeanor,Caucasian,Female,0,-1.0,1,1,1
54,Felony,African-American,Male,0,-1.0,1,0,0
27,Felony,African-American,Male,10,-1.0,1,1,1
22,Misdemeanor,Caucasian,Male,0,-4.0,1,0,0
21,Misdemeanor,Hispanic,Female,0,-1.0,0,1,1
23,Felony,African-American,Male,2,-1.0,6,1,1
30,Misdemeanor,Hispanic,Male,1,-9.0,7,0,0
36,Misdemeanor,African-American,Male,5,-20.0,19,1,1
29,Felony,African-American,Male,10,-1.0,23,1,1
54,Misdemeanor,African-American,Male,4,-1.0,78,1,1
22,Misdemeanor,Caucasian,Male,2,-1.0,13,1,1
26,Misdemeanor,African-American,Male,0,-1.0,0,0,1
20,Felony,African-American,Female,0,-1.0,1,0,0
52,Misdemeanor,African-American,Male,6,0.0,1,0,1
29,Felony,African-American,Male,0,-1.0,2,0,0
23,Misdemeanor,African-American,Female,6,-18.0,17,1,0
35,Misdemeanor,African-American,Male,1,-1.0,9,0,0
32,Felony,Caucasian,Male,8,-4.0,0,1,1
21,Misdemeanor,African-American,Male,1,-18.0,0,1,1
25,Felony,Hispanic,Male,0,-1.0,0,0,0
30,Misdemeanor,African-American,Male,4,-1.0,1,0,1
30,Felony,African-American,Female,3,-1.0,26,0,0
23,Felony,African-American,Male,2,-1.0,6,1,1
32,Felony,Caucasian,Male,8,-2.0,2,0,1
29,Felony,African-American,Male,6,-1.0,39,1,1
42,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
21,Felony,African-American,Male,0,0.0,0,1,1
22,Misdemeanor,African-American,Female,0,-2.0,0,0,0
45,Felony,Hispanic,Male,2,-1.0,47,0,0
29,Misdemeanor,African-American,Male,0,-1.0,0,0,0
30,Felony,African-American,Male,6,-1.0,2,1,1
51,Misdemeanor,African-American,Male,17,0.0,0,0,0
45,Felony,Hispanic,Male,20,0.0,2,0,1
24,Felony,Caucasian,Male,2,-27.0,0,1,0
23,Misdemeanor,African-American,Male,2,-1.0,5,1,0
36,Felony,African-American,Male,5,-1.0,0,0,0
69,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0
21,Felony,Hispanic,Male,1,-4.0,1,1,1
59,Misdemeanor,Hispanic,Male,1,-1.0,0,0,0
39,Felony,African-American,Male,1,-9.0,4,1,0
29,Felony,African-American,Male,2,-1.0,37,1,0
22,Misdemeanor,Hispanic,Male,1,0.0,1,1,1
44,Felony,Caucasian,Male,6,0.0,-1,0,0
25,Felony,African-American,Male,2,-1.0,58,1,0
31,Felony,African-American,Male,0,0.0,0,1,0
35,Misdemeanor,African-American,Male,17,-1.0,2,1,1
27,Misdemeanor,African-American,Male,11,-1.0,2,1,1
33,Felony,African-American,Male,1,0.0,1,1,0
28,Felony,African-American,Male,6,-1.0,0,1,1
60,Felony,Caucasian,Male,1,-1.0,0,0,0
53,Misdemeanor,Hispanic,Male,0,0.0,1,0,0
51,Felony,Hispanic,Male,0,0.0,1,0,1
54,Felony,African-American,Female,0,-1.0,1,0,0
24,Misdemeanor,Caucasian,Male,3,-1.0,1,0,0
55,Felony,Hispanic,Male,1,0.0,1,0,1
26,Felony,Hispanic,Male,0,-1.0,2,0,0
75,Felony,African-American,Female,5,-1.0,1,0,0
36,Felony,African-American,Male,16,0.0,0,1,1
34,Felony,Other,Male,0,-1.0,2,0,1
25,Misdemeanor,African-American,Female,5,-1.0,47,1,1
46,Felony,Caucasian,Male,0,-1.0,0,0,0
27,Felony,African-American,Male,1,0.0,6,0,0
28,Misdemeanor,African-American,Male,3,0.0,-1,0,1
42,Misdemeanor,African-American,Male,13,-1.0,0,1,1
59,Misdemeanor,African-American,Male,2,0.0,0,0,0
39,Felony,Caucasian,Male,1,-15.0,14,0,0
46,Misdemeanor,Caucasian,Male,5,-1.0,12,0,0
25,Felony,Other,Male,1,-1.0,0,0,0
55,Felony,Caucasian,Male,2,-1.0,1,0,0
35,Misdemeanor,African-American,Male,1,-4.0,1,1,1
43,Misdemeanor,African-American,Male,0,-1.0,1,0,1
53,Misdemeanor,Caucasian,Female,0,0.0,0,0,0
21,Misdemeanor,African-American,Female,0,-1.0,1,1,0
55,Felony,African-American,Male,17,-1.0,25,1,1
27,Felony,African-American,Male,1,-1.0,1,0,1
40,Felony,African-American,Male,0,-1.0,2,0,0
37,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0
32,Misdemeanor,Caucasian,Male,2,-1.0,5,0,1
32,Misdemeanor,African-American,Male,2,-1.0,1,0,0
36,Misdemeanor,African-American,Male,4,-1.0,2,1,1
22,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0
31,Felony,African-American,Female,0,-1.0,2,1,0
26,Felony,African-American,Female,4,0.0,0,1,1
50,Misdemeanor,Caucasian,Female,30,-1.0,3,1,1
47,Felony,African-American,Male,4,0.0,0,0,0
36,Felony,African-American,Male,2,-2.0,1,0,1
38,Felony,Caucasian,Female,0,-1.0,1,0,0
35,Felony,Other,Male,0,-1.0,2,0,0
53,Felony,Caucasian,Male,0,-1.0,0,0,0
53,Felony,African-American,Male,2,-1.0,0,0,0
57,Felony,African-American,Male,19,-1.0,117,1,0
22,Felony,African-American,Male,5,-1.0,19,1,1
21,Felony,African-American,Male,0,-5.0,1,1,1
26,Felony,African-American,Male,0,-1.0,1,0,1
27,Felony,African-American,Male,2,-1.0,20,1,0
49,Felony,Caucasian,Female,4,0.0,3,1,0
47,Felony,Caucasian,Male,1,-1.0,0,0,1
30,Felony,African-American,Male,8,-1.0,1,1,1
44,Felony,Caucasian,Male,3,0.0,0,0,0
34,Felony,African-American,Male,1,-17.0,1,0,0
45,Felony,African-American,Male,10,-1.0,1,0,1
38,Felony,Hispanic,Male,0,-1.0,1,0,0
50,Misdemeanor,Caucasian,Male,2,0.0,0,0,0
29,Misdemeanor,Caucasian,Male,1,0.0,0,1,0
26,Felony,Caucasian,Male,0,0.0,0,0,0
22,Felony,African-American,Female,1,-1.0,1,1,1
47,Misdemeanor,Hispanic,Male,0,0.0,1,0,0
49,Felony,Caucasian,Male,0,0.0,0,0,0
49,Felony,African-American,Male,1,0.0,19,0,1
59,Felony,Caucasian,Male,2,0.0,12,0,0
32,Misdemeanor,Caucasian,Male,6,-29.0,27,1,0
24,Misdemeanor,African-American,Male,1,0.0,-1,0,1
40,Misdemeanor,Hispanic,Male,0,-2.0,1,0,0
32,Felony,African-American,Male,0,0.0,-1,0,0
54,Misdemeanor,Hispanic,Female,0,0.0,0,0,0
27,Felony,African-American,Male,9,-1.0,799,1,1
25,Misdemeanor,Caucasian,Male,2,0.0,12,1,0
20,Misdemeanor,Caucasian,Male,0,-1.0,0,1,1
37,Misdemeanor,African-American,Male,18,-1.0,1,1,0
30,Felony,Caucasian,Female,5,0.0,7,1,1
23,Felony,African-American,Male,1,0.0,0,1,1
20,Felony,African-American,Female,0,0.0,-1,1,0
50,Felony,Caucasian,Male,8,-14.0,11,0,0
50,Felony,African-American,Male,7,-1.0,0,0,0
40,Felony,Caucasian,Male,3,-1.0,1,0,0
24,Felony,Caucasian,Female,2,-1.0,2,1,0
24,Felony,Hispanic,Male,0,0.0,0,1,1
23,Felony,African-American,Female,3,-1.0,0,1,1
54,Misdemeanor,Caucasian,Male,3,-1.0,2,0,1
25,Misdemeanor,Caucasian,Male,4,-10.0,1,1,0
46,Misdemeanor,Caucasian,Male,1,-2.0,1,0,0
25,Felony,Other,Male,1,-1.0,266,1,0
22,Misdemeanor,Caucasian,Female,0,-1.0,-1,0,0
32,Felony,Caucasian,Female,1,-1.0,2,0,0
25,Misdemeanor,African-American,Male,0,-1.0,4,0,1
33,Felony,African-American,Male,16,-2.0,0,1,1
33,Misdemeanor,African-American,Male,4,-1.0,1,1,1
24,Felony,African-American,Male,0,0.0,-1,0,0
33,Misdemeanor,African-American,Male,12,-1.0,2,1,1
37,Misdemeanor,Caucasian,Male,0,-1.0,0,0,1
40,Misdemeanor,Caucasian,Female,0,0.0,0,0,0
43,Felony,African-American,Male,9,-1.0,0,1,1
35,Felony,African-American,Male,5,-1.0,1,1,1
25,Felony,African-American,Male,11,-1.0,6,1,1
61,Felony,African-American,Male,1,0.0,0,0,1
52,Felony,African-American,Female,1,-28.0,0,0,0
39,Misdemeanor,African-American,Male,1,0.0,-1,0,1
47,Felony,African-American,Male,5,-1.0,0,0,0
52,Misdemeanor,Caucasian,Female,6,0.0,33,1,0
37,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
24,Felony,African-American,Female,0,-1.0,1,1,0
34,Felony,African-American,Female,14,-1.0,3,1,0
20,Misdemeanor,Other,Male,0,-1.0,11,0,1
25,Misdemeanor,Caucasian,Male,1,0.0,0,0,1
62,Misdemeanor,Caucasian,Female,0,0.0,0,0,0
23,Felony,Caucasian,Male,0,-1.0,1,0,1
60,Felony,Caucasian,Female,0,0.0,13,1,0
35,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
24,Felony,African-American,Female,0,-1.0,0,1,0
30,Misdemeanor,Caucasian,Male,0,0.0,-1,0,0
35,Felony,Caucasian,Male,4,-1.0,1,1,1
28,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
56,Felony,African-American,Male,0,-1.0,1,0,0
23,Felony,African-American,Male,2,-1.0,1,0,1
20,Felony,Hispanic,Male,0,-1.0,0,0,1
23,Misdemeanor,Caucasian,Male,1,-1.0,0,0,0
21,Felony,African-American,Male,0,0.0,1,1,1
35,Felony,African-American,Female,2,-1.0,14,1,0
33,Misdemeanor,Caucasian,Male,3,0.0,0,0,0
21,Felony,Hispanic,Male,0,-1.0,4,0,0
41,Misdemeanor,African-American,Male,9,-1.0,0,1,1
24,Felony,African-American,Male,0,-1.0,4,1,0
20,Felony,Hispanic,Male,2,9.0,192,1,1
28,Felony,African-American,Male,9,-1.0,1,1,1
25,Felony,Native American,Male,7,0.0,0,1,1
49,Felony,African-American,Male,3,0.0,1,0,0
22,Felony,Hispanic,Female,0,0.0,0,1,0
21,Felony,African-American,Male,0,-1.0,1,0,1
27,Felony,African-American,Female,3,-1.0,3,1,1
50,Misdemeanor,African-American,Male,4,-3.0,2,1,0
23,Misdemeanor,African-American,Female,0,0.0,0,0,0
34,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
25,Felony,African-American,Male,4,-1.0,32,1,1
